,content_descriptors,game_name,platforms,rating
0,"Blood, Mild Language, Mild Suggestive Themes, Violence",GoldenEye 007: Reloaded,"PlayStation 3, Xbox 360",T
1,"Blood, Mild Language, Mild Suggestive Themes, Violence",Goldeneye 007,Wii,T
2,"Mild Blood, Mild Language, Violence",GoldenEye 007 ,Nintendo DS,T
3,"Animated Blood, Animated Violence",Goldeneye 007,Nintendo 64,T
0,"Language, Mild Blood, Partial Nudity, Violence",FINAL FANTASY XV,Stadia,T
1,"Mild Blood, Suggestive Themes, Violence",FINAL FANTASY XII THE ZODIAC AGE,Nintendo Switch,T
2,"Language, Suggestive Themes, Violence",FINAL FANTASY XV MULTIPLAYER COMRADES,Xbox One,T
3,"Mild Blood, Mild Language, Suggestive Themes, Violence",FINAL FANTASY X/X2 HD Remaster,Nintendo Switch,T
4,"Fantasy Violence, Suggestive Themes, Mild Language",FINAL FANTASY XV POCKET EDITION HD,"PlayStation 4, Xbox One",T
5,"Language, Mild Blood, Partial Nudity, Violence",FINAL FANTASY XV WINDOWS EDITION,Windows PC,T
6,"Language, Mild Blood, Partial Nudity, Violence",FINAL FANTASY XV ROYAL EDITION,"PlayStation 4, Xbox One",T
7,"Violence, Suggestive Themes, Language",MONSTER OF THE DEEP: FINAL FANTASY XV,PlayStation 4,T
8,Fantasy Violence,A KING'S TALE FINAL FANTASY XV,PlayStation 4,E10plus
9,"Mild Blood, Suggestive Themes, Violence",FINAL FANTASY XII THE ZODIAC AGE,"Windows PC, PlayStation 4, Xbox One",T
0,"Mild Blood, Mild Language, Suggestive Themes, Use of Alcohol, Violence",FINAL FANTASY VIII: Remastered,"Windows PC, Nintendo Switch, Xbox One",T
1,"Mild Language, Suggestive Themes, Violence",Final Fantasy VIII,"PlayStation 3, PS Vita, PSP",T
2,"Animated Violence, Mild Language, Suggestive Themes",Final Fantasy VIII,"Windows PC, PlayStation/PS one",T
0,No Descriptors,Pokémon Platinum Version,Nintendo DS,E
0,No Descriptors,PAC-MAN™ Mega Tunnel Battle,Stadia,E
1,No Descriptors,PAC-MAN CHAMPIONSHIP EDITION 2 + ARCADE GAME SERIES,"PlayStation 4, Xbox One",E
2,No Descriptors,PAC-MAN CHAMPIONSHIP EDITION 2,"PlayStation 4, Windows PC, Xbox One",E
3,Mild Fantasy Violence,PAC-MAN 256,"PlayStation 4, Xbox One",E
4,No Descriptors,ARCADE GAME SERIES: Ms. PAC-MAN,"PlayStation 4, Windows PC, Xbox One",E
5,No Descriptors,ARCADE GAME SERIES: PAC-MAN,"PlayStation 4, Windows PC, Xbox One",E
6,Mild Fantasy Violence,Pac-Man 2: The New Adventures,Wii U,E
7,No Descriptors,Ms. Pac-Man: Maze Madness,"PlayStation 3, PS Vita, PSP",E
8,Cartoon Violence,PAC-MAN™ and the Ghostly Adventures 2,Nintendo 3DS,E10plus
9,Cartoon Violence,PAC-MAN™ and the Ghostly Adventures 2,"PlayStation 3, Wii U, Xbox 360",E10plus
0,"Blood and Gore, Intense Violence, Strong Language, Strong Sexual Content, Use of Drugs",Grand Theft Auto: Liberty City Stories,PlayStation 3,M
1,"Blood and Gore, Intense Violence, Strong Language, Strong Sexual Content, Use of Drugs",Grand Theft Auto: Liberty City Stories,"PlayStation 2, PSP",M
0,Mild Cartoon Violence,Super Mario Galaxy 2,"Wii, Wii U",E
0,"Blood and Gore, Drug Reference, Intense Violence, Strong Language",Call of Duty: Advanced Warfare,"Windows PC, PlayStation 4, Xbox One",M
1,"Blood and Gore, Drug Reference, Intense Violence, Strong Language",Call of Duty: Advanced Warfare,"PlayStation 3, Xbox 360",M
0,"Animated Blood, Fantasy Violence, Suggestive Themes",The Legend of Zelda: Ocarina of Time 3D,Nintendo 3DS,E10plus
0,Comic Mischief,New Super Mario Bros. 2,Nintendo 3DS,E
1,No Descriptors,Super Mario Bros. 2,"Nintendo 3DS, Wii, Wii U",E
2,No Descriptors,Super Mario Bros II Japan,Nintendo,E
3,No Descriptors,Super Mario Bros II USA,Super Nintendo,E
0,"Mild Language, Violence",Call of Duty: World at War - Final Fronts,PlayStation 2,T
1,"Blood, Strong Language, Violence",Call of Duty: World at War,Wii,M
2,"Blood and Gore, Intense Violence, Strong Language",Call of Duty: World at War,"Windows PC, PlayStation 3, Xbox 360, Xbox One",M
3,"Blood, Mild Language, Violence",Call of Duty: World at War,Nintendo DS,T
0,"Blood, Intense Violence, Strong Language",Battlefield 3,"Windows PC, PlayStation 3, Xbox 360",M
0,"Animated Blood, Fantasy Violence",The Legend of Zelda: Twilight Princess,"GameCube, Wii",T
0,"Blood and Gore, Drug Reference, Intense Violence, Strong Language",Call of Duty: Black Ops III Zombies Chronicles,"Windows PC, PlayStation 4, Xbox One",M
1,"Blood and Gore, Drug Reference, Intense Violence, Strong Language",Call of Duty: Black Ops III Multiplayer Starter Pack,Windows PC,M
2,"Blood and Gore, Drug Reference, Intense Violence, Strong Language",Call of Duty: Black Ops III ,"PlayStation 3, Xbox 360",M
3,"Blood and Gore, Drug Reference, Intense Violence, Strong Language",Call of Duty: Black Ops III,"Windows PC, PlayStation 4, Xbox One",M
0,Mild Lyrics,Just Dance 2021,"PlayStation 4, PlayStation 5, Stadia, Nintendo Switch, Xbox One, Xbox Series",E
1,"Mild Lyrics, Mild Suggestive Themes",Just Dance 2020,"PlayStation 4, Stadia, Nintendo Switch, Wii, Xbox One",E10plus
2,Mild Lyrics,Just Dance 2019,"PlayStation 4, Nintendo Switch, Wii, Wii U, Xbox 360, Xbox One",E
3,Lyrics,Just Dance 2018,Wii,E10plus
4,Lyrics,Just Dance 2018,"PlayStation 3, Nintendo Switch, Wii U, Xbox 360",E10plus
5,Lyrics,Just Dance 2018,"PlayStation 4, Xbox One",E10plus
6,Mild Lyrics,Just Dance 2017,"Windows PC, PlayStation 4, Xbox One",E10plus
7,Mild Lyrics,Just Dance 2017,"PlayStation 3, Nintendo Switch, Wii U, Xbox 360",E10plus
8,Mild Lyrics,Just Dance 2017,Wii,E10plus
9,"Mild Lyrics, Mild Suggestive Themes",Just Dance 2016,"PlayStation 3, Wii U, Xbox 360",E10plus
0,"Blood, Intense Violence, Strong Language",Battlefield 3,"Windows PC, PlayStation 3, Xbox 360",M
0,"Mild Lyrics, Suggestive Themes",Need For Speed Underground 2,Mobile Phone,E10plus
1,No Descriptors,Need for Speed Underground 2,Nintendo DS,E
2,Mild Lyrics,Need for Speed Underground Rivals,PSP,E
3,"Mild Lyrics, Suggestive Themes",Need For Speed Underground 2,"GameCube, Online, Windows PC, PlayStation 2, Xbox",E
4,No Descriptors,Need for Speed Underground 2,Game Boy Advance,E
5,Mild Lyrics,Need for Speed Underground,Game Boy Advance,E
6,"Mild Language, Suggestive Themes",Need for Speed Underground,"GameCube, Online, Windows PC, PlayStation 2, Xbox",E
0,"Mild Suggestive Themes, Violence",Tekken 3D Prime Edition,Nintendo 3DS,T
1,Animated Violence,TEKKEN 3,PlayStation/PS one,T
0,Mild Animated Violence,Crash Bandicoot 3: Warped,"PlayStation 3, PlayStation/PS one, PSP",E
0,"Comic Mischief, Mild Violence",Super Smash Bros. Melee,GameCube,T
0,Comic Mischief,Mario Kart 8 Deluxe,Nintendo Switch,E
1,Comic Mischief,Mario Kart 8,Wii U,E
0,"Blood and Gore, Intense Violence, Strong Language, Use of Drugs",Fallout 4,"Windows PC, PlayStation 4, Xbox One",M
0,Mild Cartoon Violence,Mario Kart: Double Dash!!,GameCube,E
0,"Comic Mischief, Lyrics",Just Dance 4,"PlayStation 3, Wii U, Xbox 360",E10plus
1,"Comic Mischief, Lyrics",Just Dance 4,Wii,E10plus
0,"Mild Lyrics, Suggestive Themes",Need For Speed Underground 2,Mobile Phone,E10plus
1,No Descriptors,Need for Speed Underground 2,Nintendo DS,E
2,"Mild Lyrics, Suggestive Themes",Need For Speed Underground 2,"GameCube, Online, Windows PC, PlayStation 2, Xbox",E
3,No Descriptors,Need for Speed Underground 2,Game Boy Advance,E
0,Violence,Medal of Honor Frontline,"GameCube, PlayStation 2, PlayStation 3, Xbox",T
0,"Blood, Language, Violence",Uncharted 3: Drake's Deception,PlayStation 3,T
0,"Alcohol Reference, Cartoon Violence, Comic Mischief, Language",Crash Bandicoot™ 4: It's About Time ,"Windows PC, PlayStation 5, Nintendo Switch",E10plus
1,"Alcohol Reference, Cartoon Violence, Comic Mischief, Language",Crash Bandicoot™ 4: It's About Time,Xbox Series X,E10plus
2,"Alcohol Reference, Cartoon Violence, Comic Mischief, Language",Crash Bandicoot™ 4: It's About Time,"PlayStation 4, Xbox One",E10plus
3,"Cartoon Violence, Comic Mischief",Crash Bandicoot (TM) N. Sane Trilogy,Nintendo Switch,E10plus
4,"Cartoon Violence, Comic Mischief",Crash Bandicoot (TM) N. Sane Trilogy,"Windows PC, Xbox One",E10plus
5,"Cartoon Violence, Comic Mischief",Crash Bandicoot (TM) N. Sane Trilogy,PlayStation 4,E10plus
6,Cartoon Violence,Crash Bandicoot: Purple,Game Boy Advance,E
7,Mild Violence,Crash Bandicoot 2: N-Tranced,Game Boy Advance,E
8,No Descriptors,Crash Bandicoot: The Huge Adventure,Game Boy Advance,E
9,Mild Violence,Crash Bandicoot: The Wrath of Cortex,"GameCube, PlayStation 2, Xbox, Xbox 360",E
0,"Mild Lyrics, Mild Suggestive Themes",Zumba Fitness World Party,Xbox One,E
1,"Mild Lyrics, Mild Suggestive Themes",Zumba Fitness World Party,Wii,E
2,"Mild Lyrics, Mild Suggestive Themes",Zumba Fitness World Party,"Wii U, Xbox 360",E
3,"Mild Lyrics, Mild Suggestive Themes",Zumba Fitness Core,Wii,E10plus
4,"Mild Lyrics, Mild Suggestive Themes",Zumba Fitness Core,Xbox 360,E10plus
5,"Mild Lyrics, Mild Suggestive Themes",Zumba Fitness RUSH,Xbox 360,E10plus
6,Mild Lyrics,Zumba Fitness 2,Wii,T
7,Mild Lyrics,Zumba Fitness,"PlayStation 3, Wii, Xbox 360",E
0,"Blood and Gore, Intense Violence, Strong Language",Gears of War 2,"Xbox 360, Xbox One",M
0,"Blood, Language, Suggestive Themes, Violence",Uncharted 2: Among Thieves,PlayStation 3,T
0,"Blood, Violence",Call of Duty 4: Modern Warfare ,Nintendo DS,T
1,"Blood and Gore, Intense Violence, Strong Language",Call of Duty 4: Modern Warfare,"Windows PC, PlayStation 3, Xbox 360, Xbox One",M
0,No Descriptors,Big Brain Academy: Wii Degree,Wii,E
1,No Descriptors,Big Brain Academy,"Nintendo DS, Wii U",E
0,"Blood and Gore, Intense Violence, Nudity, Sexual Content, Strong Language, Use of Drugs and Alcohol",Red Dead Redemption 2,Stadia,M
1,"Blood and Gore, Intense Violence, Nudity, Sexual Content, Strong Language, Use of Drugs and Alcohol",Red Dead Redemption 2,Windows PC,M
2,"Blood and Gore, Intense Violence, Nudity, Sexual Content, Strong Language, Use of Drugs and Alcohol",Red Dead Redemption 2,"PlayStation 4, Xbox One",M
3,"Blood and Gore, Intense Violence, Sexual Themes, Strong Language",Red Dead Redemption Undead Nightmare ,"PlayStation 3, Xbox 360, Xbox One",M
4,"Blood, Intense Violence, Nudity, Strong Language, Strong Sexual Content, Use of Drugs",Red Dead Redemption,"PlayStation 3, Xbox 360, Xbox One",M
0,No Descriptors,FIFA 15,PS Vita,E
1,No Descriptors,FIFA 15,Wii,E
2,No Descriptors,FIFA 15,Xbox 360,E
3,No Descriptors,FIFA 15,Xbox One,E
4,No Descriptors,FIFA 15,"Windows PC, PlayStation 4",E
5,No Descriptors,FIFA 15,PlayStation 3,E
6,No Descriptors,FIFA 15,Nintendo 3DS,E
0,Mild Cartoon Violence,Donkey Kong Country Returns 3D,Nintendo 3DS,E
1,Mild Cartoon Violence,Donkey Kong Country Returns,"Wii, Wii U",E
0,"Blood and Gore, Intense Violence, Sexual Themes, Use of Alcohol",The Elder Scrolls V: Skyrim,Nintendo Switch,M
1,"Blood and Gore, Intense Violence, Sexual Themes, Use of Alcohol",The Elder Scrolls V: Skyrim VR,"Windows PC, PlayStation 4",M
2,"Blood and Gore, Intense Violence, Sexual Themes, Use of Alcohol",The Elder Scrolls V: Skyrim Special Edition,"Windows PC, PlayStation 4, Xbox One",M
3,"Blood and Gore, Intense Violence, Sexual Themes, Use of Alcohol",The Elder Scrolls V: Skyrim Legendary Edition,"Windows PC, PlayStation 3, Xbox 360",M
4,"Blood and Gore, Intense Violence, Sexual Themes, Use of Alcohol",The Elder Scrolls V: Skyrim,"Windows PC, PlayStation 3, Xbox 360",M
0,Mild Fantasy Violence,Cadence of Hyrule: Crypt of the NecroDancer Featuring the Legend of Zelda,Nintendo Switch,E
1,Mild Fantasy Violence,The Legend of Zelda: Link's Awakening,Nintendo Switch,E
2,"Fantasy Violence, Mild Suggestive Themes, Use of Alcohol",The Legend of Zelda: Breath of the Wild,"Nintendo Switch, Wii U",E10plus
3,Mild Fantasy Violence,The Legend of Zelda: Tri Force Heroes,Nintendo 3DS,E
4,"Animated Blood, Fantasy Violence, Suggestive Themes",The Legend of Zelda: Majora's Mask 3D,Nintendo 3DS,E10plus
5,Fantasy Violence,The Legend of Zelda: A Link Between Worlds,Nintendo 3DS,E
6,"Animated Blood, Fantasy Violence",The Legend of Zelda: The Wind Waker HD,Wii U,E10plus
7,"Animated Blood, Comic Mischief, Fantasy Violence",The Legend of Zelda: Skyward Sword,"Wii, Wii U",E10plus
8,Fantasy Violence,The Legend of Zelda: Four Swords Anniversary Edition,"Nintendo DSi, Nintendo 3DS",E10plus
9,No Descriptors,The Legend of Zelda: Link's Awakening DX,Nintendo 3DS,E
0,"Blood, Intense Violence, Sexual Themes, Strong Language",Assassin's Creed III Remastered ,"Windows PC, PlayStation 4, Nintendo Switch, Xbox One",M
1,"Blood, Suggestive Themes, Violence",Assassin's Creed III Liberation,PS Vita,M
2,"Blood, Intense Violence, Sexual Themes, Strong Language",Assassin's Creed III,"Windows PC, PlayStation 3, Wii U, Xbox 360",M
0,"Blood and Gore, Violence",Halo: Combat Evolved Anniversary ,"Windows PC, Xbox 360",M
1,"Blood and Gore, Violence",Halo: Combat Evolved,"Online, Windows PC",M
0,"Fantasy Violence, Mild Language",KINGDOM HEARTS Melody of Memory,"Windows PC, PlayStation 4, Nintendo Switch",E10plus
1,"Alcohol Reference, Fantasy Violence",Kingdom Hearts 3,"PlayStation 4, Xbox One",E10plus
2,"Fantasy Violence, Mild Blood, Use of Alcohol",Kingdom Hearts HD 1.5 + 2.5 ReMIX,"Windows PC, PlayStation 4",E10plus
3,"Fantasy Violence, Mild Language",KINGDOM HEARTS HD 2.8 Final Chapter Prologue,"Windows PC, PlayStation 4",E10plus
4,"Fantasy Violence, Mild Blood, Use of Alcohol",KINGDOM HEARTS HD 2.5 ReMIX,PlayStation 3,E10plus
5,Fantasy Violence,KINGDOM HEARTS -HD 1.5 ReMIX-,PlayStation 3,E10plus
6,Fantasy Violence,KINGDOM HEARTS 3D [Dream Drop Distance],Nintendo 3DS,E10plus
7,Fantasy Violence,KINGDOM HEARTS Re:coded,Nintendo DS,E10plus
8,"Fantasy Violence, Mild Suggestive Themes",KINGDOM HEARTS Birth By Sleep,PSP,E10plus
9,Fantasy Violence,KINGDOM HEARTS 358/2 Days,Nintendo DS,E10plus
0,"Blood, Language, Violence",Halo 3: ODST,"Windows PC, Xbox 360",M
0,"Blood and Gore, Intense Violence, Nudity, Sexual Content, Strong Language, Use of Drugs and Alcohol",Red Dead Redemption 2,Stadia,M
1,"Blood and Gore, Intense Violence, Nudity, Sexual Content, Strong Language, Use of Drugs and Alcohol",Red Dead Redemption 2,Windows PC,M
2,"Blood and Gore, Intense Violence, Nudity, Sexual Content, Strong Language, Use of Drugs and Alcohol",Red Dead Redemption 2,"PlayStation 4, Xbox One",M
3,"Blood and Gore, Intense Violence, Sexual Themes, Strong Language",Red Dead Redemption Undead Nightmare ,"PlayStation 3, Xbox 360, Xbox One",M
4,"Blood, Intense Violence, Nudity, Strong Language, Strong Sexual Content, Use of Drugs",Red Dead Redemption,"PlayStation 3, Xbox 360, Xbox One",M
0,Comic Mischief,Super Mario Sunshine,GameCube,E
0,Violence,Street Fighter II: The World Warrior,"Wii, Wii U",T
0,"Blood and Gore, Crude Humor, Mild Language, Suggestive Themes, Use of Alcohol, Violence",World of Warcraft: Shadowlands,"Macintosh, Windows PC",T
1,"Blood and Gore, Crude Humor, Mild Language, Suggestive Themes, Use of Alcohol, Violence",World of Warcraft Classic,"Macintosh, Windows PC",T
2,"Blood and Gore, Crude Humor, Mild Language, Suggestive Themes, Use of Alcohol, Violence",World of Warcraft: Battle for Azeroth,"Macintosh, Windows PC",T
3,"Blood and Gore, Crude Humor, Mild Language, Suggestive Themes, Use of Alcohol, Violence",World of Warcraft: Legion,"Macintosh, Windows PC",T
4,"Mild Language, Mild Violence",WOW Collection 6 Games,Windows PC,E10plus
5,"Blood and Gore, Crude Humor, Mild Language, Suggestive Themes, Use of Alcohol, Violence",World of Warcraft: Mists of Pandaria,"Macintosh, Windows PC",T
6,"Blood and Gore, Crude Humor, Mild Language, Suggestive Themes, Use of Alcohol, Violence",World of Warcraft,"Macintosh, Windows PC",T
7,"Blood and Gore, Crude Humor, Mild Language, Suggestive Themes, Use of Alcohol, Violence",World of Warcraft: Cataclysm,"Macintosh, Windows PC",T
8,"Blood and Gore, Suggestive Themes, Use of Alcohol, Violence",World of Warcraft: Wrath of the Lich King,"Macintosh, Windows PC",T
9,"Blood, Suggestive Themes, Use of Alcohol, Violence",World of Warcraft: The Burning Crusade,"Macintosh, Windows PC",T
0,No Descriptors,Truck Driver,"PlayStation 4, Nintendo Switch, Xbox One",E
1,"Violence, Blood and Gore, Language",Zombie Driver Ultimate Edition,Xbox One,M
2,Mild Violence,Hot Wheels: World's Best Driver,"Windows PC, PlayStation 3, Wii U, Xbox 360",E
3,Mild Violence,Hot Wheels: World's Best Driver,Nintendo 3DS,E
4,No Descriptors,Prize Driver,Xbox 360,E
5,"Blood and Gore, Language, Violence",Zombie Driver HD,"PlayStation 3, Xbox 360",M
6,"Drug Reference, Language, Sexual Themes, Violence",Driver: San Francisco,"Macintosh, Windows PC, PlayStation 3, Xbox 360",T
7,Violence,Driver 3,Windows PC,M
8,"Blood and Gore, Strong Language, Violence",Operation Flashpoint: Red River,"Windows PC, PlayStation 3, Xbox 360",M
9,"Blood, Drug Reference, Sexual Themes, Strong Language, Violence",Driver Renegade,Nintendo 3DS,M
0,Mild Violence,Kinect Sports Rivals,Xbox One,E10plus
1,Comic Mischief,Kinect Sports: Season Two,Xbox 360,E
2,Mild Cartoon Violence,Kinect Sports,Xbox 360,E10plus
0,"Blood and Gore, Intense Violence, Strong Language",Gears of War 3,"Xbox 360, Xbox One",M
0,"Blood and Gore, Intense Violence, Strong Language",Gears of War 4,"Windows PC, Xbox One",M
1,"Blood and Gore, Intense Violence, Strong Language",Gears of War: Ultimate Edition,"Windows PC, Xbox One",M
2,"Blood and Gore, Intense Violence, Strong Language",Gears of War: Judgment,"Xbox 360, Xbox One",M
3,"Blood and Gore, Intense Violence, Strong Language",Gears of War 3,"Xbox 360, Xbox One",M
4,"Blood and Gore, Intense Violence, Strong Language",Gears of War 2,"Xbox 360, Xbox One",M
5,"Blood and Gore, Intense Violence, Strong Language",Gears of War,"Windows PC, Xbox 360, Xbox One",M
0,"Animated Blood, Animated Violence",Metal Gear Solid 2: Sons of Liberty,"PlayStation 2, PlayStation 3, PS Vita, Xbox 360",M
0,No Descriptors,3D Sonic the Hedgehog 2,Nintendo 3DS,E
1,No Descriptors,Sonic the Hedgehog 2,Nintendo 3DS,E
2,No Descriptors,Sonic the Hedgehog 2,"Macintosh, Windows PC, Wii",E
3,No Descriptors,Sonic the Hedgehog 2,"Nintendo DS, PlayStation 3, Wii, Xbox 360, Xbox One",E
0,"Blood, Crude Humor, Strong Language, Suggestive Themes, Violence",Metal Gear Solid 4: Guns of the Patriots,PlayStation 3,M
0,"Blood and Gore, Suggestive Themes, Violence",Metal Gear Solid,Windows PC,M
1,"Blood and Gore, Intense Violence, Sexual Themes, Strong Language",METAL GEAR SOLID V: The Phantom Pain,"Windows PC, PlayStation 4, Xbox One",M
2,"Blood and Gore, Intense Violence, Sexual Themes, Strong Language",METAL GEAR SOLID V: The Phantom Pain,"PlayStation 3, Xbox 360",M
3,"Blood and Gore, Intense Violence, Sexual Violence, Strong Language",METAL GEAR SOLID V: Ground Zeroes,"Windows PC, PlayStation 4, Xbox One",M
4,"Blood and Gore, Intense Violence, Sexual Violence, Strong Language",METAL GEAR SOLID V: Ground Zeroes,"PlayStation 3, Xbox 360",M
