,0
9394,JoJo's Bizarre Adventure: Eyes of Heaven
9395,Angler's Club: Ultimate Bass Fishing 3D
9396,Utawarerumono Portable
9397,Gaia Saver Hero Saidai no Sakusen
9398,EverBlue 2
9399,Emma at the Farm
9400,NASCAR Heat Evolution
9401,Higurashi no Naku Koro ni Kizuna: Dai-San-Kan - Rasen
9402,The Sims 2: Glamour Life Stuff
9403,Safari Adventures: Africa
9404,Yumeiro Patissiere: My Sweets Cooking
9405,Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable
9406,Maximum Racing: GP Classic Racing
9407,Rugby League Live 3
9408,PowerSlave
9409,Project Gotham Racing 2 (JP weekly sales)
9410,Ukiyo no Shishi
9411,The Binding of Isaac
9412,CT Special Forces
9413,FIFA World Cup: Germany 2006
9414,Jewel Master: Cradle of Rome
9415,Beastly
9416,Crash Time: Autobahn Pusuit
9417,Earthworm Jim 2
9418,Garfield: A Tale of Two Kitties
9419,Tamagotchi no Doki Doki Dream Omisecchi
9420,Toushin Toshi
9421,Suujin Taisen
9422,Street Supremacy
9423,Combat Mission: Shock Force
9424,Rome: Total War - Gold Edition
9425,House M.D.
9426,Mystery Case Files: Ravenhearst
9427,YoKai Watch Dance: Just Dance Special Version
9428,River King: Mystic Valley (jp sales)
9429,Jig-A-Pix: Wild World
9430,Best Friends Tonight
9431,Beyond the Labyrinth
9432,Living Legends: Frozen Beauty
9433,.hack: Sekai no Mukou ni + Versus
9434,Sea Park Tycoon
9435,Disney Sports Soccer
9436,Mame Goma: Honobo no Nikki
9437,Nancy Drew: Alibi In Ashes
9438,Ultimate Block Party
9439,Disney's Hide & Sneak
9440,Nobunaga no Yabou: Kakushin with Power-Up Kit
9441,Raw Danger!
9442,Arthur and the Invisibles
9443,Flipper Critters
9444,Medarot 9: Kabuto Ver. / Kuwagata Ver.
9445,Monster Rancher Hop-A-Bout
9446,Foto Showdown
9447,Custom Beat Battle: Draglade 2
9448,Gotouchi Kenkei DS
9449,Bikkuriman Daijiten
9450,Accel World: Ginyoku no Kakusei
9451,Elf Bowling 1 & 2
9452,Men of War
9453,Toy Shop
9454,Metroid Prime: Federation Force
9455,GunGriffon: Allied Strike
9456,Vitamin X Evolution
9457,Saru! Get You! SaruSaru Daisakusen
9458,Sonic Boom: Fire & Ice
9459,The Flintstones: Big Trouble in Bedrock
9460,Hallowed Legends: Samhain
9461,Captain Morgane and the Golden Turtle
9462,Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken
9463,Silverlicious
9464,Majesty 2: The Fantasy Kingdom Sim
9465,Gakusen Toshi Asterisk Festa: Houka Kenran
9466,BeatMania IIDX 14 Gold
9467,PopCap Arcade Vol 2
9468,Toriko: Ultimate Survival
9469,Big Ichigeki! Pachi-Slot Taikouryku Universal Museum
9470,Vegas Casino
9471,Madou Monogatari
9472,Smart Girl's Winter Wonderland
9473,Tork: Prehistoric Punk
9474,Togainu no Chi: True Blood
9475,Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai
9476,Chicken Shoot 2
9477,Neverwinter Nights
9478,East India Company Collection
9479,The Inner World
9480,Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen
9481,Underground Pool
9482,Classic Dungeon: Fuyoku no Masoujin
9483,Alter Ego
9484,Rampo
9485,River City Super Sports Challenge
9486,My Pet Shop (JP sales)
9487,Exstetra
9488,Konami Classics Series: Arcade Hits
9489,Gokujou!! Mecha Mote Iinchou: MM My Best Friend!
9490,SingStar Chartbreaker
9491,Hiiro no Kakera 2: Hisui no Shizuku
9492,SingStar Fussballhits
9493,A Good Librarian Like a Good Shepherd: Library Party
9494,Dance Factory
9495,Montessori Music
9496,Totally Spies!
9497,DragonHeart: Fire & Steel
9498,Nishijin Pachinko Monogatari 2
9499,Gal Gun: Double Peace
9500,PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!
9501,The Legend of Heroes III: Song of the Ocean
9502,Dungeon Maker: Hunting Ground
9503,Mushihimesama Futari Ver 1.5
9504,Lock On: Modern Air Combat
9505,Toaru Majutsu no Kagaku no Ensemble
9506,Super Meat Boy: Ultra Edition!
9507,Brothers Conflict: Brilliant Blue
9508,Hajime no Ippo: The Fighting! (2014)
9509,Eyeshield 21: Field Saikyou no Senshi Tachi
9510,Fullmetal Alchemist: Brotherhood
9511,To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen
9512,Doodle Hex
9513,Homeworld 2
9514,Hakuoki Zuisouroku Omokage Hana
9515,Hearts of Iron IV
9516,thinkSMART FAMILY!
9517,Last Escort: Club Katze
9518,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen
9519,Otometeki Koi Kakumei * Love Revo
9520,Phantasy Star Online 2 Episode 4: Deluxe Package
9521,Timmy Time
9522,Infinite Stratos 2: Ignition Hearts
9523,Otomedius Gorgeous
9524,Jikandia: The Timeless Land
9525,Egg Mania: Eggstreme Madness
9526,Boot Camp Academy
9527,Zero Escape: Virtue's Last Reward
9528,Darkstalkers Resurrection
9529,Take On Helicopters
9530,Highschool Terra Story
9531,Emergency! Disaster Rescue Squad
9532,Empire Earth II
9533,Suggoi! Arcana Heart 2
9534,Mother Goose no Himitsu no Yakata
9535,Winning Post 7 2009
9536,Knights of Honor
9537,Puzzle & Action: Tant-R
9538,Away: Shuffle Dungeon
9539,Bubble Bobble Evolution
9540,Codename: Panzers Cold War
9541,Kekkaishi: Kokubourou Shuurai
9542,Shugo Chara! Amunonijiro Chara Change
9543,Galleon: Islands of Mystery
9544,Renai 0 Kilometer
9545,World Sports Competition
9546,Tantei Jinguuji Saburo DS: Kienai Kokoro
9547,Far East of Eden Shinden
9548,Sunny Garcia Surfing
9549,MotorHead
9550,Alia's Carnival! Sacrament
9551,Nacho Libre
9552,StormLover
9553,Gensou Suikoden I & II
9554,Gloria Union
9555,Ebikore Photo Kano Kiss
9556,Bad Apple Wars
9557,Eyeshield 21: DevilBats DevilDays
9558,Jyuzaengi: Engetsu Sangokuden
9559,Shin Sangoku Musou Online: Kamishou Ranbu
9560,Dancing Blade II: Tears of Eden
9561,Kokoro no Kokoron
9562,Hiiro no Kakera 3: Aoikuro no Kusabi
9563,BeatMania IIDX 13: DistorteD
9564,Go! Go! Hypergrind
9565,Keshisasu-Kun: Battle Kas-tival
9566,Kaidan Restaurant: Zoku! Shin Menu 100-Sen
9567,Hot Pixel
9568,Peak Performance
9569,Dance Dance Revolution: Hottest Party 5
9570,Who Wants to be a Millionaire: 2nd Edition
9571,Kyokugen Dasshutsu ADV: Zennin Shiboudesu
9572,DokiDoki Majo Shinpan! 2
9573,S.L.A.I.: Steel Lancer Arena International
9574,Pet Alien: An Intergalactic Puzzlepalooza
9575,Blokus Portable: Steambot Championship
9576,Renai Revenge
9577,Zoboomafoo: Leapin' Lemurs!
9578,Atelier Shallie Plus: Alchemists of the Dusk Sea
9579,Dennou Senki Virtual-On Force
9580,Sins of a Solar Empire
9581,Graffiti Kingdom
9582,Langrisser: Re:Incarnation Tensei
9583,Nettou! Powerful Koushien
9584,Great Edo Blacksmith
9585,Armored Core SL: Silent Line Portable
9586,To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen
9587,Lethal Enforcers I & II
9588,Klonoa 2: Dream Champ Tournament
9589,Shantae and the Pirate's Curse
9590,Minna no Golf Jou Vol.1
9591,The Peanuts Movie: Snoopy's Grand Adventure
9592,Power Rangers Super Megaforce
9593,Cabela's Big Game Hunter: Pro Hunts
9594,Super Collapse! II
9595,Ducati World Racing Challenge
9596,Pop'n Music 14 Fever!
9597,Golden Nugget Casino / Texas Hold 'Em Double Pack
9598,Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito
9599,Lux-Pain (JP sales)
9600,Senko no Ronde DUO
9601,Starshot: Space Circus Fever
9602,Charlie Blasts Territory
9603,Big Mountain 2000
9604,Tokimeki Memorial Girl's Side 1st Love Plus
9605,CIMA: The Enemy
9606,Katekyoo Hitman Reborn! Kizuna no Tag Battle
9607,Code Geass: Hangyaku no Lelouch
9608,GTR Evolution
9609,Hudson x GReeeeN Live!? DeeeeS!?
9610,Daibakushou: Jinsei Gekijou
9611,Marble Madness / Klax
9612,Downstream Panic!
9613,DJ Max Portable 3
9614,Suzumiya Haruhi no Chokuretsu
9615,The Idolmaster: Gravure For You! Vol. 5
9616,S.Y.K Renshouden
9617,Casino Chaos With Las Vegas Players Collection
9618,Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future
9619,Konpeki no Kantai
9620,D.C.I.F.: Da Capo Innocent Finale
9621,Galaxy Angel II: Mugen Kairou no Kagi
9622,Nectaris: Military Madness
9623,Tenka-bito
9624,BRAHMA Force: The Assault on Beltlogger 9
9625,Petz: Dolphinz Encounter
9626,Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen
9627,Samurai Spirits: Tenkaichi Kenkakuden
9628,Robo Pit
9629,Emily Archer and the Curse of Tutankhamun
9630,Story Hour: Adventures
9631,Braid
9632,Muv-Luv Alternative: Total Eclipse
9633,R-Type III: The Third Lightning
9634,Hakuouki
9635,"Princess Natasha: Student, Secret Agent, Princess"
9636,Atomic Betty
9637,Monster Hunter Frontier Online: Season 10
9638,Street Jam Basketball
9639,Master of Monsters: Disciples of Gaia
9640,Armored Core: Last Raven Portable
9641,Commander: Conquest of the Americas
9642,Virtual Pool: Tournament Edition
9643,Kung Fu Panda: Showdown of Legendary Legends
9644,Nippon no Asoko de
9645,MapleStory DS
9646,Phantasy Star Online 2: Episode 3 Deluxe Package
9647,Let's Dance with Mel B
9648,Popeye: Rush for Spinach
9649,Beyblade Evolution
9650,Blue Breaker: Ken Yorimo Hohoemi o
9651,BeatMania IIDX 15: DJ Troopers
9652,Heathcliff! The Fast and the Furriest
9653,Planet of the Apes
9654,Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa
9655,Worms
9656,Drake & Josh: Talent Showdown
9657,Winx Club: Rockstars
9658,Hissatsu Pachinko Collection 3
9659,Oumagatoki: Kaidan Romance
9660,Jack Keane
9661,Mahjong Kakutou Club: Zenkoku Taisenban
9662,Hayate no Gotoku! Nightmare Paradise
9663,Nanashi no Game Me
9664,Heroes of Hellas 2: Olympia
9665,Higurashi no Naku Koro ni Iki
9666,HappinessCharge PreCure! Kawarun Collection
9667,DICE: DNA Integrated Cybernetic Enterprises
9668,Battlefield 1942: The WW II Anthology
9669,Treasure Gaust: Gaust Diver Crimson Red / Deep Purple
9670,Megpoid the Music#
9671,Rugby League Live
9672,Grid Runner
9673,Saihai no Yukue
9674,Metal Dungeon
9675,Guitar Freaks V & DrumMania V
9676,Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou
9677,Gekido Advance: Kintaro's Revenge
9678,OZMAFIA!! -vivace-
9679,Girls Only
9680,Power Poke Dash
9681,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono
9682,Detective Opera: Milky Holmes 2
9683,Turn It Around
9684,Blaze Union: Story to Reach the Future
9685,Medabots Girls Mission: Metabee Ver. / Rokusho Ver.
9686,Race Driver 2006
9687,Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna
9688,Buffy the Vampire Slayer: Wrath of the Darkhul King
9689,My Hero Academia: Battle for All
9690,New Tokyo Legacy: Operation Babel
9691,Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa
9692,Triple Pack: Xbox Live Arcade Compilation
9693,101-in-1 Sports Party Megamix
9694,Roadsters
9695,Calcio Bit
9696,Whiteout
9697,Hyakumanton no Bara Bara
9698,Galaxy Angel II: Zettairyouiki no Tobira
9699,The Great Mystery Hidden Object Package 5
9700,Hajime no Ippo: The Fighting
9701,Stellaris
9702,Spectral Souls: Resurrection of the Ethereal Empires
9703,Sokukoku no Kusabi: Hiiro no Kakera 3 Portable
9704,Syberia II
9705,PopCap Hits! Vol 2
9706,Motor Trend presents Lotus Challenge
9707,Mystery Trackers: The Void
9708,Bleach DS 4th: Flame Bringer
9709,Pacific Liberator
9710,Botanicula
9711,Parfait
9712,Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure
9713,The King of Fighters Portable '94~'98: Chapter of Orochi
9714,Nisenochigiri: Omoide no Saki e
9715,Age of Conan: Rise of the Godslayer
9716,Battlefield Vietnam
9717,In Cold Blood
9718,Mega Minis Volume 2
9719,Kamigami no Asobi
9720,Kong: King of Atlantis
9721,Kidou Senshi V Gundam
9722,Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki
9723,The Settlers II 10th Anniversary
9724,Wrestle Angels: Survivor 2
9725,Betty Boop's Double Shift
9726,Warhammer: Mark of Chaos
9727,Tsuku Monogatari
9728,Vitamin Z
9729,Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu
9730,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen
9731,Harukanaru Toki no Naka de 5: Kazahanaki
9732,Nobunaga no Yabou DS 2
9733,The IdolM@ster: Gravure For You! Vol. 6
9734,Ghostbusters (2016)
9735,Secrets of the Titanic
9736,Metal Saga: Hagane no Kisetsu
9737,Animaniacs: The Great Edgar Hunt
9738,Harukanaru Toki no Naka de 6
9739,Dream Club Zero Portable
9740,Cossacks: European Wars
9741,The Island of Dr. Frankenstein
9742,TV Total Events
9743,Battle Arena Toshinden URA
9744,Darius Burst: Chronicle Saviours
9745,Labyrinth Cross Blood: Infinity
9746,Prince of Persia (2008)
9747,Super Duper Sumos
9748,HotBrain
9749,UK Truck Simulator
9750,Gudetama: Hanjuku de Tanomuwa
9751,MechAssault: Phantom War
9752,Magicka
9753,Moto Racer DS
9754,The Last Guy
9755,Akane Iro ni Somaru Saka Parallel
9756,Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder
9757,Monster Hunter Frontier Online: Forward 1
9758,X3: Terran Conflict
9759,Timeshock! Pro Pinball
9760,D1 Professional Drift Grand Prix Series
9761,Little Bears
9762,Rush Hour
9763,Pro Cast Sports Fishing
9764,Gintama: Banji Oku Chuubu!
9765,Saka Agari Hurricane Portable
9766,Negima!? Dream Tactic Yumemiru Otome Princess
9767,Dakar 2: The World's Ultimate Rally
9768,Jewel Match 2
9769,Guild Wars: Nightfall
9770,Dave Mirra Freestyle BMX 3
9771,My Animal Centre
9772,Eco Creatures: Save The Forest
9773,Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki
9774,Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!
9775,Dragon Tamer: Sound Spirit
9776,La Pucelle: Ragnarok
9777,Kiniro no Corda 2 f Encore
9778,Darius II
9779,RollerCoaster Tycoon 2: Triple Thrill Pack
9780,Bleach: Soul Carnival 2
9781,ParaParaParadise
9782,Tiger & Bunny: On-Air Jack!
9783,Eureka Seven AO: Jungfrau no Hanabanatachi
9784,Warship Gunner 2
9785,Gotcha Force
9786,The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%
9787,CID The Dummy
9788,The Perfect Golf
9789,Let's Sing 2016
9790,Wrestle Kingdom
9791,Demon Driver: Time to Burn Rubber!
9792,Bigfoot King of Crush
9793,Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~
9794,Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku
9795,The Sims 2: Bon Voyage
9796,Brothers Conflict: Passion Pink
9797,Kuryuu Youma Gakuenki Recharge
9798,My Frogger: Toy Trials
9799,Jet Grind Radio
9800,Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!
9801,The Adventures of Lomax
9802,Neverwinter Nights Diamond
9803,Divinity II: Flames of Vengeance
9804,Under the Skin
9805,Battlefield 2142
9806,Kabu Trader Shun
9807,Poy Poy
9808,Hermie Hopperhead: Scrap Panic
9809,DrumMania 7th Mix
9810,Runabout 3: Neo Age
9811,AMNESIA World
9812,My Ballet Studio
9813,Guild Wars
9814,Clannad: Mitsumi Mamoru Sakamichi de - Gekan
9815,Sengoku Efuda Yuugi: Hototogisu Tairan
9816,Ookiku Furikabutte: Honto no Ace ni Nareru kamo
9817,Touch Shot! Love Application
9818,Nanotek Warrior
9819,Galileo
9820,Captain Tsubasa J: The Way to World Youth
9821,Alien Breed Trilogy
9822,Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku
9823,Kisuato
9824,Renegade Racers
9825,The Legend of Korra (3DS)
9826,AniMates!
9827,Monster High 13 Wishes
9828,Franklin the Turtle
9829,Catan
9830,Gauntlet / Rampart
9831,Age of Empires III: Gold Edition
9832,Dream Girl Premier
9833,River King: Wonderful Journey
9834,Ducati Moto
9835,Justice League Heroes: The Flash
9836,Pop Cutie! Street Fashion Simulation (JP sales)
9837,Kawasaki Snowmobiles
9838,Dungeon Siege II
9839,Bae Yong-joon to Manabu Kankokugo DS
9840,World War II Combat: Road To Berlin
9841,Metal Saga
9842,Imagine: Sweet 16
9843,SWAT 4
9844,Last Escort 2: Shinya no Amai Toge
9845,Pop'n Music 13 Carnival
9846,Magicka Collection
9847,Tokushu Houdoubu
9848,My DoItAll
9849,Legacy of Ys: Books I & II
9850,Shakugan no Shana
9851,Monster Mayhem: Build and Battle
9852,I Heart Geeks
9853,Hokuto no Ken: Hokuto Shinken Denshousha no Michi
9854,The King of Fighters: Maximum Impact - Maniax
9855,Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku
9856,Hankou Shashin
9857,MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All
9858,Marker Man Adventures
9859,Capcom Digital Collection
9860,Monster Hunter Frontier Online: Forward 2
9861,Moyashimon DS
9862,A Ressha de Gyoukou 2001
9863,Diabolik Lovers: Lunatic Parade
9864,Neverwinter Nights 2
9865,Battlefield 1942
9866,Pitball
9867,Combat Wings: The Great Battles of WWII
9868,D.C. III: Da Capo III
9869,Judge Dredd: Dredd Vs Death
9870,Ocean Commander
9871,Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue
9872,God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2
9873,Tank Beat
9874,Tenkaichi * Sengoku Lovers
9875,Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi
9876,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2
9877,Bode Miller Alpine Skiing
9878,Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu
9879,R-Type Delta
9880,Angelique: Maren no Rokukishi
9881,Soul Eater: Battle Resonance
9882,Psycho-Pass: Mandatory Happiness
9883,Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki
9884,The Great Battle Gaiden 2: Matsuri da Wasshoi
9885,Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku
9886,Rock 'N' Roll Adventures
9887,Doki Oki
9888,Gakuen Alice: WakuWaku * Happy Friends
9889,Konohana 2: Todoke Kanai Requiem
9890,Derby Time 2006
9891,Senjou no Waltz
9892,Chuck E. Cheese's Sports Games
9893,Stronghold 2 Deluxe
9894,MAPLUS: Portable Navi 3
9895,DEATH NOTE: L o Tsugu Mono
9896,Puppet Show 3: Lost Town
9897,Star Wars: Empire at War - Forces of Corruption
9898,Spy Hunter / Super Sprint
9899,Otometeki Koi Kakumei * Love Revo! Portable
9900,Room Zoom: Race for Impact
9901,Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru
9902,Tube Slider
9903,Ghost Pirates of Vooju Island
9904,America Oudan Ultra-Quiz
9905,DoDonPachi Dai-Oujou: Black Label Extra
9906,Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!
9907,ParaWorld
9908,Tropico Reloaded
9909,Shinseiki Evangelion: Battle Orchestra
9910,Pharaoh
9911,Vampire Mansion: Linda Hyde
9912,Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival
9913,Battlefield 2: Modern Combat(JP sales)
9914,The Idolmaster: Gravure For You! Vol.7
9915,Stake: Fortune Fighters
9916,Serious Sam Advance
9917,The Settlers: Rise of an Empire
9918,Umineko no Naku Koro ni San: Shinjitsu to Gensou no Yasoukyoku
9919,Pop'n Music 12 Iroha
9920,BeatMania IIDX 11: IIDX Red
9921,Warhammer Online: Age of Reckoning
9922,Road Trip: The Arcade Edition
9923,Juusanshi Engi Engetsu Sangokuden 2
9924,Virtua Tennis: World Tour (jp sales)
9925,Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai
9926,Cold War
9927,Steel Battalion: Line of Contact
9928,Naruto Shippuden: Ultimate Ninja Storm Collection
9929,Ken to Mahou to Gakuen Mono. 2G
9930,Kami Naru Kimi to
9931,Spy Hunter: Nowhere To Run
9932,Ikki Tousen: Eloquent Fist
9933,Disney's Magical Quest 3 Starring Mickey and Donald
9934,Chili Con Carnage
9935,Bus Simulator 16
9936,Teddy Together
9937,Pony Luv
9938,Strike Witches 2: Iyasu Naosu Punipunisuru
9939,Omega Quintet
9940,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1
9941,Demigod
9942,Bunmei Haruka: Aoiza Ibunroku
9943,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6
9944,Blade Arcus from Shining EX
9945,Vantage Master Portable
9946,Lilpri DS: Hime-Chen! Apple Pink
9947,Star Trek Online
9948,Rapala for Kinect
9949,"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni"
9950,Diabolik Lovers: Vandead Carnival
9951,O.M.G. 26 - Our Mini Games
9952,AMF Xtreme Bowling
9953,Bomberman Fantasy Race
9954,Carnage Heart EXA
9955,Tropico 4: Modern Times
9956,Europa Universalis III Complete
9957,Bugriders: The Race of Kings
9958,Bust-A-Move
9959,Wii de Asobu: Metroid Prime
9960,Payout Poker & Casino
9961,Wangan Midnight Portable
9962,Cross Ange: Tenshi to Ryuu no Rondo tr.
9963,Canvas 2
9964,Memories Off: Sorekara Again
9965,11eyes: CrossOver
9966,Kenka Bancho Otome
9967,Supermodel Makeover by Lauren Luke
9968,Serious Sam HD: Gold Edition
9969,Peter Pan in Disney's Return to Never Land
9970,Ferrari Challenge Trofeo Pirelli Deluxe
9971,SimCity Societies
9972,Mesaze!! Tsuri Master: Sekai ni Challenge! Hen
9973,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9
9974,Fishdom 2 Deluxe
9975,Kuusen II
9976,Cross Channel: In Memory of All People
9977,Bomberman Story DS
9978,Clannad: Mitsumi Mamoru Sakamichi de - Joukan
9979,Are You Alice?
9980,Stronghold Crusader Extreme
9981,Kensei: Sacred Fist
9982,Okashi na Shima no Peter Pan: Sweet Never Land
9983,Urakata Hakuoki
9984,Cities XL 2011
9985,Gift: Prism
9986,Shanghai: True Valor
9987,Tokyo Xanadu eX+
9988,Major Dream: Major DS Dream Baseball
9989,Thunderbirds
9990,Winning Post 8 2015
9991,Vitamin Z Revolution
9992,Aria: The Origination ~Aoi Wakusei no El Cielo~
9993,Inkheart
9994,Lunatic Dawn Tempest
9995,Ceville
9996,Strike Witches: Shirogane no Tsubasa
9997,Totally Spies! 2: Undercover
9998,Luxor: The Wrath of Set
9999,Natalie Brooks: Mystery at Hillcrest High
10000,Board Game: Top Shop
